,AU,C,CU,IF,M,RB,SC,TA
2021-08-05,-0.2635098400156029,0.440098533332731,0.0,0.29938509240611777,-0.42315498876447627,0.0,0.1607066902044198,-0.15925231412608387
2021-08-06,-0.2639286784781613,0.4246583880681249,0.0,0.296901234001957,-0.4113613333192919,0.0,0.16166482764434892,-0.16342025081745157
2021-08-09,-0.31921369294709484,0.4926301361872872,0.0,0.0,0.505336006493243,0.0,0.20197785718482483,-0.20312027442180872
2021-08-10,-0.32235630026175616,0.5214595116595345,0.0,0.0,0.4876251940118744,0.0,0.20599255217428625,-0.19814763461900953
2021-08-11,-0.29524529188627,0.4898091017774573,0.0,0.0,0.45806116268735997,0.1551415839578218,0.1902342518127245,-0.1791932143982956
2021-08-12,-0.3854933499276062,0.6425830794880588,0.0,0.0,0.0,0.1810967879271426,0.32268756667897913,-0.23678227869465912
2021-08-13,-0.36831846622255443,0.6453428906532693,0.0,0.0,0.0,0.17912347666128986,0.32946741241582056,-0.23292305934305166
2021-08-16,-0.3667761258991634,0.6516192101444288,0.0,0.0,0.0,0.18409628912929413,0.31416598871327006,-0.2266676044681939
2021-08-17,-0.31050938943304274,0.5479906766985161,0.29383174184180455,0.0,0.0,0.1485070453534929,0.2530216534389682,-0.17597423126263706
2021-08-18,-0.2758398460459483,0.5575389198680608,0.29910377606705585,0.0,0.0,0.1524284020166079,0.28326312063209336,-0.18312785886588837
2021-08-19,-0.27199011423479885,0.5580035294017724,0.30602967528739417,0.0,0.0,0.1513408646505779,0.26853398697408876,-0.18240667485593082
2021-08-20,-0.2713354265049751,0.5457841205887628,0.2983774568987792,0.0,0.0,0.14862719437480545,0.2690669611289065,-0.20826364215677556
2021-08-23,-0.26975521069058905,0.5496778486280395,0.3008211239446385,0.0,0.0,0.15444944812641895,0.25991283735742693,-0.20647388051447688
2021-08-24,-0.2614325395772584,0.5529654007045435,0.2954524868455976,0.0,0.0,0.14931798905866603,0.26045126919349787,-0.21147417953440753
2021-08-25,-0.22722515697790618,0.4830637696656681,0.25830343529892663,0.25058242871011815,0.0,0.12865195331337195,0.22802813171861783,-0.16617356710238357
2021-08-26,-0.25599824382448544,0.461449498469166,0.24277465391136888,0.22946306862982926,0.0,0.12988665493954688,0.2306142010191072,-0.1571407146442394
2021-08-27,-0.25951538869787316,0.4889641439966724,0.2515777909657326,0.24597572930755152,0.0,0.1360222532805801,0.2013416177525256,-0.16470731199378572
2021-08-30,-0.2519112617073134,0.49762477990964027,0.2644359558416863,0.2557030680672008,0.0,0.12212649863605042,0.20133849897421555,-0.15499650241559776
2021-08-31,-0.24264378640085724,0.49467782456119047,0.26574904434563684,0.24682983467427938,0.0,0.11948706950251702,0.2130928166210515,-0.1468033283549512
2021-09-01,-0.2595043085412717,0.4659098295409301,0.2732816427167548,0.24651612908073667,0.0,0.11354598325230583,0.21525868798075454,-0.14590124841033317
2021-09-02,-0.23851268009281837,0.4791209653421408,0.25885456936524864,0.2729717470112982,0.0,0.11180134360177182,0.20376079710196418,-0.14673224633368004
2021-09-03,-0.24625494432307685,0.48093787109205344,0.2359152013251168,0.267107233639381,0.0,0.11056114503546394,0.20819732396137308,-0.14417520769947756
2021-09-06,-0.23454763703089143,0.530068232207265,0.2095927087737612,0.25744091282053405,0.0,0.11510773442921919,0.20271575231331268,-0.14015670805075583
2021-09-07,-0.23246951690737713,0.5268828746040475,0.210357205964181,0.2747420863616012,0.0,0.11643679658055903,0.18695106742087184,-0.13960445350305906
2021-09-08,-0.23384493878516938,0.5267534266427962,0.21252168156438916,0.26747021956355344,0.0,0.12087859110391887,0.18976664684342287,-0.14086952051263232
2021-09-09,-0.23311301220018668,0.5263452217715251,0.2079426708192512,0.2626482367159985,0.0,0.140719258802559,0.17837167746898236,-0.14140977925686857
2021-09-10,-0.2238612617721484,0.5101055636636366,0.21355034397517306,0.25836805378269867,0.0,0.14235558201572437,0.174581577712584,-0.1419438253293661
2021-09-13,-0.2181508358124137,0.5214507953793786,0.21607030548717523,0.2500357395298063,0.0,0.13715120459094035,0.16700947100130034,-0.1396104995679122
2021-09-14,-0.21264675408126477,0.4719690433947395,0.21064389625908228,0.27356117900329935,0.0,0.13258885155567332,0.15115161255245899,-0.1388371042449476
2021-09-15,-0.2499830750614047,0.47504326179614,0.19293536644183237,0.2610240281409322,0.0,0.12473470944542944,0.14353660344528307,-0.15446524165977019
2021-09-16,-0.2506279164327005,0.49736051756101396,0.19683207171416744,0.26834177102101153,0.0,0.12470458252495692,0.1424092566775996,-0.15472245300394297
2021-09-17,-0.2688474225545191,0.4269067155071129,0.2049490907472005,0.29807687127491334,0.0,0.1274032623838299,0.1504725097295578,-0.1583523989498516
2021-09-20,-0.26617924682246286,0.43897904767751716,0.20505227195202605,0.26728096697622666,0.0,0.11728192692061484,0.15252897377692598,-0.1561751250549642
2021-09-21,-0.2973816689891456,0.4684368029608559,0.223245084398421,0.29884699673515913,0.0,0.1281335954307359,0.0,-0.17198930334355553
2021-09-22,-0.24870317926628896,0.43722049520943335,0.21165073842129878,0.3245490995104012,0.0,0.12478285012293609,0.0,-0.19990718352830897
2021-09-23,-0.21409996244303386,0.41387649833948337,0.19482183017002777,0.2675943510392371,0.0,0.11171073516717037,-0.1427096506017965,-0.18725636906737464
2021-09-24,-0.21089768768314188,0.42812936412312214,0.21283608257932013,0.25383901558834016,0.0,0.1102837125730282,-0.15564782596109658,-0.16743329611671107
2021-09-27,-0.2271796956131558,0.44689193352722734,0.22393359631164694,0.2523866466014066,0.0,0.12182666919211388,-0.14924791671892343,-0.1565233604026116
2021-09-28,-0.21895045620841438,0.4648262634968996,0.21688465926049996,0.2532355619205068,0.0,0.12651097253566876,-0.14502410525878456,-0.13741463019849798
2021-09-29,-0.19350920607024974,0.38674663265438275,0.18330252144829373,0.21848606852589056,-0.19671255679909347,0.11218683498563527,-0.12419617200563719,-0.1181240728681969
2021-09-30,-0.20354691166598188,0.3794284557668109,0.18624207203344814,0.21388008996378047,-0.20608340430951805,0.10827608625957748,-0.1182303280516261,-0.1166398781767353
2021-10-01,0.20905443883092184,0.3774333461856439,0.20617753216754828,0.22428057424967301,-0.2009393409436852,0.11027382718912689,-0.10828700397482112,-0.11605604777356543
2021-10-04,0.21897766460035054,0.342066028807473,0.22881581961054864,0.23048203359627648,-0.21856735481764195,0.11368900317480657,-0.10402242514034338,-0.12261731754069892
2021-10-05,0.2160933642928676,0.3323894171328777,0.23286153444822744,0.2334830180767082,-0.21633052551517404,0.1091493080061845,-0.11141347892687782,-0.12604446071262548
2021-10-06,0.21669251200601836,0.33472590678441727,0.2331699502747659,0.23662473844989276,-0.1949446594175297,0.1123529953793763,-0.11629174541803318,-0.12837152034092045
2021-10-07,0.22080926535080705,0.32289056787967,0.2364858923297473,0.23843807302928263,-0.1956954566742092,0.11618712555480491,-0.11718091412600246,-0.12760885132013275
2021-10-08,0.22167074247052795,0.33044987093291567,0.23944133186570687,0.20700689053485277,-0.21265516403455453,0.11447220681545567,-0.11876759165676976,-0.12787775049170813
2021-10-11,0.2193600941943853,0.3292906815205645,0.24754899809217337,0.20731757032282258,-0.2089978024678819,0.11457935337662727,-0.11449620502052592,0.1297261178024485
2021-10-12,0.2121130114156584,0.34612249350519464,0.24816085104031926,0.1886006658071168,-0.2085330027738161,0.11795324406346698,-0.1155901181607028,0.12949110941262187
2021-10-13,0.2099837119232254,0.35320944362530965,0.27582392086090757,-0.1880622160795274,-0.20245039391966066,0.12092243377042526,-0.11794517106207981,0.12832419669109965
2021-10-14,0.21289557466882875,0.3521114456740457,0.24652273088513044,-0.19303160834380903,-0.20345635250139849,0.11456580039167058,-0.11738000965107509,0.12381148516243763
2021-10-15,0.20322772958327298,0.38690982790513867,0.2524501197215442,-0.18943093483299495,-0.22137724558076538,0.10774602260350606,-0.11056907387137463,0.13645291182950053
2021-10-18,0.20990876377525491,0.371314247004695,0.2632133462415926,-0.18184935965664428,-0.21299932507710384,0.11415190986315323,-0.1067557099545996,0.13702864490981384
2021-10-19,0.1928357140572098,0.3774049453029918,0.26103314070102995,-0.18673373782038763,-0.20430435396396376,0.11273449626068831,-0.10566035700765995,0.12869284106326243
2021-10-20,0.0,0.43047710371103426,0.31561297232051255,-0.2161345477932501,-0.23019219070887786,0.1285411933808875,-0.1184536902659665,0.14655245937444827
2021-10-21,0.0,0.40289345326363324,0.3177683301676023,-0.22050467839405702,-0.23284396208549826,0.12928774894961972,-0.11770534370800464,0.13603122489176675
2021-10-22,0.0,0.4615278074556089,0.3220401864317675,-0.2761968352773642,0.0,0.17082710072184373,-0.14034675454526913,0.16208468678878168
2021-10-25,0.0,0.5147926006589768,0.3461528942203507,-0.3154718619261087,0.0,0.19068937339408654,-0.16430212689832938,0.0
2021-10-26,0.0,0.5126128420378944,0.34747463012891844,-0.30434983882584166,0.0,-0.202504119925981,-0.1650183004471572,0.0
2021-10-27,-0.27594928073890773,0.42049146489939837,0.29640780762060737,-0.2441257812823342,0.0,0.16071668878906856,-0.12809233046694876,0.0
2021-10-28,-0.24821780572832405,0.37428688378983016,0.2695745224061033,-0.2185030353282184,0.0,0.14993356115954964,-0.11363465621232566,0.1542353109509066
2021-10-29,-0.23932467381008124,0.3761821676000466,0.27195804799444,-0.21484841069896193,0.0,-0.14875938475484457,-0.11645148889783859,0.14876979169970828
2021-11-01,-0.23058296391873798,0.4023308274528228,0.27467652650693997,-0.20307201622697083,0.0,-0.14312697762384152,-0.12317624582814359,0.1379380794827921
2021-11-02,-0.25368882817610633,0.4438951987350457,0.2964202658268607,-0.2161706359706332,0.0,-0.16483628182479176,-0.13173230982816544,0.0
2021-11-03,-0.22955064981393897,0.4007618799888047,0.27095295470835223,-0.19088846568908757,0.0,-0.13936122653396868,-0.11454705283594968,0.13171488301392775
2021-11-04,-0.2139293062228809,0.42901096683491174,0.26092243393179676,-0.18494331129278463,0.0,-0.13680531702035914,-0.11015739636677296,0.13855786595831113
2021-11-05,-0.20962090394810295,0.43420675794108754,0.2588628732304544,-0.20078593874147208,0.0,-0.1427649824779298,-0.09712623212263621,0.14320411986769366
2021-11-08,-0.21399436349672463,0.4440468228962174,0.2606808344545705,-0.19809646552455307,0.0,-0.1333284008466189,-0.09973704520351408,0.13453713456171768
2021-11-09,-0.19222707422739918,0.3888959440261374,0.20577538463089595,-0.21447684778176915,-0.16352963391062986,-0.11310244789300851,-0.08959511943871142,0.1286149981763887
2021-11-10,-0.21770973013959244,0.38659647590300494,0.2309275886279752,-0.24137490465488767,0.0,-0.119849111160012,-0.09414432748673389,0.14180835980164636
2021-11-11,-0.2114366290293647,0.3826145913290684,0.2466947378849965,-0.22781398377202386,0.0,-0.13039798599527314,-0.09444444132072845,0.1399207996232394
2021-11-12,-0.20981391857433845,0.3615101228658458,0.23546903160828045,-0.2264994092513651,0.0,-0.1534185557604173,-0.09901052701272599,0.13361958836181312
2021-11-15,-0.24250564954603368,0.37009946228530244,0.27076091924316464,-0.26417521391715737,0.0,0.0,-0.11664031092534378,0.15484695517159144
2021-11-16,-0.23461492737163267,0.32564956121070776,0.23039533647620197,-0.2325123265605304,0.0,-0.15342515281819016,-0.10344431067489078,0.13641216903121967
2021-11-17,-0.24065056018500214,0.3131899666101023,0.23242884710488895,-0.23683604862484411,0.0,-0.150532947858265,-0.1141066488373344,0.13709512270349847
2021-11-18,-0.2812036536005231,0.3694707694520134,0.2660995062434157,-0.2157131697034683,0.0,0.0,-0.13320388222761564,0.17051374668325772
2021-11-19,-0.27438688169263536,0.3739012700439761,0.2782803016169323,-0.20175886330090492,0.0,0.0,-0.13990667325038142,0.16866074794202593
2021-11-22,-0.29608019935756963,0.3590683280064983,0.26943652710426025,-0.18444489346671342,0.0,0.0,-0.13492729295716366,0.1455506831602116
2021-11-23,-0.30523931599840026,0.3062876173185548,0.2325425841559643,-0.17004396131606797,0.0,-0.13104692459692502,-0.11565945831848382,-0.13492891425040868
2021-11-24,-0.31064330419157615,0.29562633471481137,0.23306964321663273,-0.17051410348044732,0.0,-0.13146428763875256,-0.11492927513232283,-0.14051360851547956
2021-11-25,-0.2639750809249118,0.25964706955259453,0.19774329864567394,-0.15169168455102208,-0.19653677650981918,-0.10798202685499425,-0.09924238328959031,-0.12658085790156479
2021-11-26,-0.2943838145876236,0.2569561563584727,0.18847363831212446,0.15062111406714118,-0.19512702575826837,-0.09948843015234274,-0.09957311939862405,-0.12231646487291077
2021-11-29,-0.2996924105980309,0.23750479304253452,0.19038117004643326,0.15797581630947483,-0.2045969923051997,-0.10095807649232015,-0.09409283468635507,-0.12261571042692467
2021-11-30,-0.30016915812518385,0.23963907409248192,0.19195696159760042,0.15091976064909887,-0.1961094389908034,-0.094862682164809,-0.09484464418024895,-0.12118969553414802
2021-12-01,-0.28682414408720647,0.24000635440290735,0.18775008917147745,0.1511993186104517,-0.19857512610091446,-0.09860445302445695,-0.09914742309489687,-0.1190202944046972
2021-12-02,-0.29754352434952913,0.2359755763028084,0.18628610445120625,0.14461969119315302,-0.20773724588421982,-0.09748354150252615,-0.09729264842556376,-0.11675203269515927
2021-12-03,-0.2948682814584897,0.22987800035614606,0.1835481139951184,0.1443001548252816,-0.2406640170574472,-0.09515801013565167,-0.09588320175650943,-0.11872918465284533
2021-12-06,-0.2910508067295666,0.22087660824313107,0.18455466792906014,0.15113078177945907,-0.237666238384141,-0.10081100488794291,-0.09570496307877183,-0.13343285005193828
2021-12-07,-0.303230079889759,0.22888763340092594,0.19316324258054124,0.15219018090076383,-0.26336468051170026,-0.10754220413471519,0.09373069605336333,-0.12659971173017665
2021-12-08,-0.3076787680084256,0.2346846982975375,0.1980000555216662,0.15479548966162673,-0.25417931319321346,-0.11356240012471994,0.09863699719927325,-0.1109752981004284
2021-12-09,-0.3020866064801351,0.23398447154473845,0.20109197684566896,0.15474831080862,-0.255417297377806,-0.11427200480184355,0.0997560827100391,-0.10911160248737728
2021-12-10,-0.2881174227366797,0.23457685272577034,0.20043312883404257,0.15454482803382108,-0.2702602541495953,-0.11406201740712155,0.09860560830789468,-0.10895071696686592
2021-12-13,0.0,0.32481784213268783,0.2541304457005204,0.206601900658476,-0.2853249359629457,-0.14762862125874268,0.12362827696594333,-0.13183982705243935
2021-12-14,0.0,0.3344835167255586,0.26075418960936947,0.20179341126958744,-0.2932667569920428,-0.15288899164452083,0.1252090292493475,-0.13551597373213864
2021-12-15,0.0,0.3639366696840044,0.2684972592680619,0.2049861968850554,-0.2910370026887476,-0.14980877358625952,0.11887611179761401,-0.12411915596248758
2021-12-16,0.0,0.3516191097159065,0.2704745750420388,0.21461819490499442,-0.2805323982766327,-0.15646733943622326,0.1066275917766109,-0.11878725261838372
2021-12-17,0.0,0.3503547500769232,0.28544616023057356,0.21520165426791532,-0.2678869835933006,-0.1530478994189423,0.10470380909495378,-0.11118315688086851
2021-12-20,-0.2972890201990414,0.2837085265208249,0.20646378973960094,0.18468454150191452,-0.21140719249845075,-0.12418693363546221,0.08427092936487467,-0.09392223460484286
2021-12-21,-0.2676310142569407,0.2900150708873654,0.20968316445856094,0.17006416172308408,-0.19782868561130304,-0.12026144758286803,0.08544200443440592,-0.09307892656407105
2021-12-22,-0.27265447700939455,0.31073455370529884,0.21608897783715658,0.14082432209635143,-0.19847878495695725,-0.12491453526776379,0.0856654475481211,-0.09465499379265145
2021-12-23,-0.2706580424230749,0.30785608272015264,0.22019003677591778,0.13729341138693393,-0.19448255632307337,-0.13180487546873135,0.08356733766677285,-0.092591679346232
2021-12-24,-0.26875420464089445,0.3030012493740464,0.22516010767428368,0.13126492351339203,-0.19145466689903684,-0.14173156983496388,0.08023687688899493,-0.09185015636348012
2021-12-27,-0.2743121141317735,0.3731546789874299,0.2266576352003135,0.13455646085422315,-0.19405225737993567,-0.140331576944847,0.0,-0.09645758105835109
2021-12-28,-0.2567581233641589,0.34266562681118284,0.2117296096278338,0.13029643650726033,-0.17693511802901735,-0.15177499611365283,-0.07978568064463215,-0.09118490407394361
2021-12-29,-0.26791337432423346,0.33696972624148114,0.2155752448604765,0.12874526281479307,-0.17340071485254957,-0.15514800927374686,-0.07885485040884221,-0.08917615704053089
2021-12-30,-0.2720611265256797,0.34409838212349275,0.2074825815753518,0.13399353534530453,-0.16613216899711242,-0.1575490418131786,-0.0840113133375056,-0.09035903796750347
2021-12-31,-0.27093499174258906,0.3456984227080927,0.21263009161219823,0.13492136036506816,-0.15614942108488833,-0.15762838987078223,-0.0933787421324113,-0.0851420435648493
2022-01-03,-0.2630069763589286,0.38343145985240085,0.20694990304262265,0.12970981422083808,-0.14892586889192733,-0.15153216930819138,-0.08707413905970135,-0.08222978071070451
2022-01-04,-0.2637569483977686,0.377306454641475,0.21618000108965343,0.1282804239553358,-0.15123206753367377,-0.14201374227035,-0.08899317977188494,-0.07951404226653601
2022-01-05,-0.28068415860781964,0.32169478016374664,0.22800926597843932,0.1269939465418014,-0.15558995219731173,-0.1507618056976532,-0.09280567947917338,-0.09129578583290116
2022-01-06,-0.28517305017526395,0.32608119676224845,0.25242518255818797,0.1298049211987987,-0.15116376459197506,-0.14772233803742096,-0.08927700383172789,-0.09215843349492653
2022-01-07,-0.32404046106538026,0.31669014421642294,0.2460005364709579,0.1258812208827641,-0.14818063743752286,-0.14581116068870015,-0.08626822596088755,-0.08102184376054475
2022-01-10,-0.35992582071956086,0.31683599745539726,0.231267733265536,0.1246776607217384,-0.1330879361060761,-0.14246983367659247,-0.08664982464155906,-0.08215127914947495
2022-01-11,-0.3833534906147341,0.3030081300332451,0.24973400018537537,0.13074702844313538,-0.13657781863615384,-0.11735854711646573,-0.08623842237145724,-0.08394758285139105
2022-01-12,-0.3794062189625761,0.29641737123515133,0.24549620829294708,0.12770487149421833,-0.1360168484006535,-0.12017979854780127,-0.08667855038648989,-0.08743756388497229
2022-01-13,-0.3720923265433,0.30375959165151795,0.24403915023370848,0.1341002919114703,-0.13534278999457355,-0.12272034383143766,-0.09058432253405495,-0.08452124962246708
2022-01-14,-0.36649208077078604,0.30246208649138284,0.24145817446941376,0.13613085763217292,-0.1351754707397628,-0.13075000362399294,-0.0983949866533796,-0.0854045627077829
2022-01-17,-0.35602266622755363,0.2933477138847715,0.2927554066269286,0.12963634429775014,-0.1322330973835644,-0.1158300620962707,-0.09335453628611884,-0.08279485873704043
2022-01-18,-0.42577061131522315,0.27369110245051725,0.2904938024155704,0.11752516120460607,-0.12579022558273664,-0.10597714209326524,-0.0813372432800878,-0.07608333663565912
2022-01-19,-0.4327367014591236,0.26591217046417764,0.2847925133307365,0.14198215796909053,-0.12273103985675593,-0.10347165860409406,-0.07137467845677982,-0.07612941976690431
2022-01-20,-0.44778677705889,0.2566670371200452,0.2750009519239588,0.1409340086097086,-0.12567943446485155,-0.1056004509570643,-0.07094812661457887,-0.0770284336803453
2022-01-21,-0.3712565488455955,0.276070126435002,0.296630659367882,0.1550510406329186,-0.13621237802840525,-0.11630014550993296,-0.07767801073588501,-0.08637073267996441
2022-01-24,0.0,0.3511405400279891,0.3860526624870961,0.20269030121901185,-0.17936852303913114,-0.16230388921290825,-0.1047301260007615,-0.11677407387746469
2022-01-25,0.0,0.3522920665650421,0.370973986991233,0.21030657278696965,-0.17933386659880618,-0.17538343860406166,-0.10086331968640044,-0.120425219831531
2022-01-26,0.0,0.3289856936218566,0.3501493273782082,0.21988599446995674,-0.19004379304060712,-0.17934817472157305,-0.10594880232369548,-0.12290052535276623
2022-01-27,0.0,0.3105648476075443,0.35210615115115274,0.2225979608809779,-0.20247442212958167,-0.1768148693699468,-0.10635020799690979,-0.12338945030128011
2022-01-28,0.0,0.31570055384214446,0.32989367024842114,0.2155690432300378,-0.22061216148967272,-0.17806070769130075,-0.10542610569003817,-0.12993445600739548
2022-01-31,0.0,0.31704455860195924,0.31968675011617537,0.21826289621418987,-0.2221324054546307,-0.18112440735863505,-0.1113355957448457,-0.13029311100006857
2022-02-01,0.0,0.3134144236427546,0.3293356077977682,0.21933276212396746,-0.22181837225575343,-0.18469329814730273,-0.10807188844927496,-0.1387219231080191
2022-02-02,-0.38455346253957445,0.2773801635070587,0.24682832576267558,0.18208830674597362,-0.17879182974032878,-0.1395007756756913,-0.07743957882642759,-0.10336103194373591
2022-02-03,-0.38832423502099817,0.26817874092286614,0.23784673810376067,0.17916575914702604,-0.17754367981527186,-0.14000897058503614,-0.07903007752626963,-0.10352824925392021
2022-02-04,-0.3925359899264249,0.2654930243671951,0.23352273906413734,0.1800190015635024,-0.1758652292360852,-0.14154497114778156,-0.07857497724524619,-0.11838277361136483
2022-02-07,-0.3734963026048648,0.2456249372702093,0.24579712538527507,0.17195596089611218,-0.20870544650088502,-0.13435937481977706,-0.07673583204296903,-0.10965886681614184
2022-02-08,-0.362501942352297,0.24623402686597493,0.24732292317895813,0.168492213903871,-0.19984010473965208,-0.16563633041249404,-0.07348135329964955,-0.10692773963537659
2022-02-09,-0.3708507316318181,0.23509653769458272,0.24712754444975302,0.15739667048946765,-0.19395794583908466,-0.18733438418361184,-0.073850628062601,-0.10405095100354556
2022-02-10,-0.3949011345808047,0.2521018236564177,0.24112646073702323,0.1644194157391784,-0.20663911842025082,-0.19770441930880234,-0.07863849019622651,-0.11815115617443823
2022-02-11,-0.3778054229702529,0.2589994930750741,0.23481410515582127,0.17404362115792385,-0.2011919018319907,-0.186285284754898,-0.07906042605366415,-0.13242343044433666
2022-02-14,-0.3847089260578633,0.2725286753480586,0.22335499111526433,0.18948263958508282,-0.2126077884572785,-0.23221106722725612,-0.08672217696122499,-0.14331927524898358
2022-02-15,-0.44977373307001495,0.0,0.26363877646248796,0.23021983298264306,-0.2471329171692492,-0.2860288562019825,-0.10257697721968345,-0.1700864706237758
2022-02-16,-0.3971578025887499,-0.24647094374115625,0.21425885153150068,0.19656742986885659,-0.20882695975593582,-0.24653538098379407,-0.0923626975696356,-0.14604853692693454
2022-02-17,-0.39034286220798875,-0.24653162197310471,0.2132821409558141,0.19933265787349944,-0.1707728649811096,-0.24418904695806504,-0.09669044784900921,-0.14841198189519425
2022-02-18,-0.40238775656755343,-0.24184544657878984,0.2078542964228526,0.19519770858131974,-0.16703521441324753,-0.25233941692167916,-0.09754079881536348,-0.1473211830839585
2022-02-21,-0.3986740947230812,-0.248117336001514,0.20957788337835262,0.20320331003042522,-0.16762443999612195,-0.23856259072925703,-0.10054027866298915,-0.1446043343832489
2022-02-22,-0.3985406173058332,-0.25339186385433093,0.20987417864305538,0.20538911931153975,-0.17951953168921916,-0.22948537078445597,-0.10892827418469077,-0.1507559017281688
2022-02-23,-0.38658700018415293,-0.269567050815222,0.20823382319070005,0.19649245128320453,-0.17001217204813437,-0.2376799045764368,-0.10472873630764765,-0.16274119893107514
2022-02-24,-0.38706179466549423,-0.2680142715593387,0.20587880255333255,0.19016376057362921,-0.15989517858465355,-0.2548177760825321,-0.09979685142499996,-0.1564348103587531
2022-02-25,-0.39214760224399914,-0.26896008888481543,0.21222849260764207,0.19790271498339476,-0.16064020805876492,-0.2499704566018686,-0.10019606846744993,-0.15616471534853632
2022-02-28,-0.42616175296640785,-0.2329808440162489,0.21763610011368295,0.20031964638884722,-0.16097959899119987,-0.2488592120964616,-0.09950477315598938,-0.1517529238534583
2022-03-01,-0.44175035529613677,-0.22279972848940338,0.2224433695204368,0.19873974002982145,-0.16585209282248914,-0.25528808393315205,-0.09911481350311234,-0.15358279340064163
2022-03-02,-0.5058443522189933,-0.2251348071680089,0.22467650612857323,0.20928689489216187,-0.14801681403324474,-0.26022167372090965,-0.11087955191090186,-0.1601933373138921
2022-03-03,-0.511315346885193,-0.22996470316883105,0.22716064289134766,0.21973963741467104,-0.1440036796228626,-0.2611926640564886,-0.11006678601770993,-0.1616389425020962
2022-03-04,-0.5218834185572043,-0.23613689097749346,0.23592152479527917,0.1971379974939271,-0.1461542236122988,-0.26153293002294503,-0.11764760944059693,-0.15937070474433873
2022-03-07,-0.5208319053345147,-0.26425113003121015,0.25751291082705113,0.23165476539002877,-0.15720000057812886,-0.25390170342356255,-0.12403951061119056,-0.18838403867225545
2022-03-08,-0.5118936080185921,-0.2670010005558026,0.2624234985048423,0.23794977914683937,-0.16075568610127844,-0.25538137986919396,-0.1364076664096489,-0.19633331748196806
2022-03-09,-0.4905006753991343,-0.26354960740935257,0.2659291724931541,0.2343341833425411,-0.1543592298160664,-0.24479230201182534,-0.12164254580671456,-0.2405694670511289
2022-03-10,-0.521004528042467,-0.2467114254465614,0.2922192312982496,0.23439890705103875,-0.15501983548818782,-0.2594858707216672,-0.12937323048476684,-0.2590020937281516
2022-03-11,-0.5347276125604525,-0.23373806409521083,0.2856148989297748,0.2212835888559935,-0.1436695546655539,-0.2526881998082014,-0.13224124762373599,-0.260698538639506
2022-03-14,-0.5901592663072531,-0.23151519245747382,0.3068718861582277,0.20783107062463899,-0.14157005154893884,-0.24815822891476505,-0.1304712443396359,-0.2582873124014752
2022-03-15,-0.6228687997018045,-0.2628331790831102,0.3227046558293741,0.22762351907447315,-0.14866698755395694,-0.2309155072762934,-0.13670847823771662,-0.27353196671822494
2022-03-16,-0.5958295191605251,-0.2630398325868467,0.3646172300902736,0.22440276692445363,-0.14489516445841671,-0.22800168064765178,-0.12908301792618385,-0.2502479910607961
2022-03-17,-0.5468721952858652,-0.2707836723850843,0.35917505611826495,0.22935740197864005,-0.16502370911494593,-0.23288769760987713,-0.12923502047968535,-0.2510837473090382
2022-03-18,-0.5292543530597027,-0.26978009290763033,0.3660274552927645,0.24036691713633282,-0.17033748834461263,-0.23390972251720907,-0.12628246481876604,-0.25028795423997363
2022-03-21,-0.49605441115720733,-0.26468517791048896,0.3517204660870016,0.21581371087894222,-0.1670775772736259,-0.22606136750238165,-0.12328877206256551,-0.2442791095477347
2022-03-22,-0.45940821251080866,-0.2538834963887462,0.31923627005135397,0.18979687080912228,-0.15513845436323392,-0.2010061590987259,-0.1022579411904079,-0.2501581084861863
2022-03-23,-0.4683608780350954,-0.26634657309277954,0.29308568260897455,0.18069892520219716,-0.15984744759979225,-0.1729728304922121,-0.10678188896543905,-0.26384655057823814
2022-03-24,-0.48711088868310015,-0.2737905955833103,0.29846453873953344,0.18650947757037983,-0.16391134516075542,-0.1672011277928676,-0.110099928641555,-0.23672340540969394
2022-03-25,-0.5424241385837568,0.0,0.3421343869752374,0.22500789703536442,-0.18244715175473936,-0.20485448277061832,-0.13856006499525997,-0.27986495427566677
2022-03-28,-0.5356703564730743,0.0,0.3471908333632813,0.22497480611981896,-0.18475294746132045,-0.20765688848581576,-0.13832196810376568,-0.3021750118203863
2022-03-29,-0.5470563794966132,0.0,0.3621436759110983,0.24752678412760662,-0.18784267695795323,-0.2143135434171157,-0.13684919871803167,-0.29420836851962917
2022-03-30,-0.5418835948131242,0.0,0.36650422492637696,0.247926252674485,-0.20932686938056355,-0.21518204641172975,-0.12190089675568187,-0.28432752120487204
2022-03-31,-0.5549475429293618,0.0,0.34707537231827285,0.24747175263535445,-0.2128163405219596,-0.2177184611316374,-0.12455214433293647,-0.2925937381881399
2022-04-01,-0.5376384029757756,0.0,0.34412722683283054,0.26160202416128375,-0.22151254504842025,-0.2187303296926026,-0.12301312052140372,-0.30905514987850236
2022-04-04,-0.5329039845529364,0.0,0.34369113437934445,0.27269806850159156,-0.23360010958277216,-0.2308038341656759,-0.12666705358460567,-0.312102391079933
2022-04-05,-0.5466784787785816,0.0,0.32583283662520873,0.26852326900445617,-0.22800920347142484,-0.23159744561882376,-0.12632557926460866,-0.29954049675015854
2022-04-06,-0.4611185303097764,0.3012361467285018,0.2696308949738661,0.23290004691235303,-0.19366827751317384,-0.1961579487027105,-0.11146416313052115,-0.2596595513544019
2022-04-07,-0.44966759187677047,0.3581273073967956,0.2615123800009264,0.23170509744352266,-0.19337198889658064,-0.18996726987000417,-0.1075951868394563,-0.2436829055320103
